"Tabela 6588 - Série histórica da estimativa anual da área plantada, área colhida, produção e rendimento médio dos produtos das lavouras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Variável - Rendimento médio (Quilogramas por Hectare),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brasil e Unidade da Federação,Mês x Produto das lavouras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,janeiro 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fevereiro 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,março 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abril 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maio 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,junho 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,julho 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agosto 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,setembro 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outubro 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,novembro 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dezembro 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1 Cereais, leguminosas e oleaginosas",1.1 Algodão herbáceo,1.2 Amendoim (1ª Safra),1.3 Amendoim (2ª Safra),1.4 Arroz,1.5 Aveia,1.6 Centeio,1.7 Cevada,1.8 Feijão (1ª Safra),1.9 Feijão (2ª Safra),1.10 Feijão (3ª Safra),1.11 Girassol,1.12 Mamona,1.13 Milho (1ª Safra),1.14 Milho (2ª Safra),1.15 Soja,1.16 Sorgo,1.17 Trigo,1.18 Triticale,2 Abacaxi,3 Alho,4 Banana,5 Batata - inglesa (1ª Safra),6 Batata - inglesa (2ª Safra),7 Batata - inglesa (3ª Safra),8 Cacau,9/10 Café total,9 Café arábica,10 Café canephora,11 Cana-de-açúcar,12 Castanha-de-caju,13 Cebola,14 Coco-da-baía,15 Fumo,16 Guaraná,17 Juta,18 Laranja,19 Maçã,20 Malva,21 Mandioca,22 Pimenta-do-reino,23 Sisal ou agave,24 Tomate,25 Uva,"1 Cereais, leguminosas e oleaginosas",1.1 Algodão herbáceo,1.2 Amendoim (1ª Safra),1.3 Amendoim (2ª Safra),1.4 Arroz,1.5 Aveia,1.6 Centeio,1.7 Cevada,1.8 Feijão (1ª Safra),1.9 Feijão (2ª Safra),1.10 Feijão (3ª Safra),1.11 Girassol,1.12 Mamona,1.13 Milho (1ª Safra),1.14 Milho (2ª Safra),1.15 Soja,1.16 Sorgo,1.17 Trigo,1.18 Triticale,2 Abacaxi,3 Alho,4 Banana,5 Batata - inglesa (1ª Safra),6 Batata - inglesa (2ª Safra),7 Batata - inglesa (3ª Safra),8 Cacau,9/10 Café total,9 Café arábica,10 Café canephora,11 Cana-de-açúcar,12 Castanha-de-caju,13 Cebola,14 Coco-da-baía,15 Fumo,16 Guaraná,17 Juta,18 Laranja,19 Maçã,20 Malva,21 Mandioca,22 Pimenta-do-reino,23 Sisal ou agave,24 Tomate,25 Uva,"1 Cereais, leguminosas e oleaginosas",1.1 Algodão herbáceo,1.2 Amendoim (1ª Safra),1.3 Amendoim (2ª Safra),1.4 Arroz,1.5 Aveia,1.6 Centeio,1.7 Cevada,1.8 Feijão (1ª Safra),1.9 Feijão (2ª Safra),1.10 Feijão (3ª Safra),1.11 Girassol,1.12 Mamona,1.13 Milho (1ª Safra),1.14 Milho (2ª Safra),1.15 Soja,1.16 Sorgo,1.17 Trigo,1.18 Triticale,2 Abacaxi,3 Alho,4 Banana,5 Batata - inglesa (1ª Safra),6 Batata - inglesa (2ª Safra),7 Batata - inglesa (3ª Safra),8 Cacau,9/10 Café total,9 Café arábica,10 Café canephora,11 Cana-de-açúcar,12 Castanha-de-caju,13 Cebola,14 Coco-da-baía,15 Fumo,16 Guaraná,17 Juta,18 Laranja,19 Maçã,20 Malva,21 Mandioca,22 Pimenta-do-reino,23 Sisal ou agave,24 Tomate,25 Uva,"1 Cereais, leguminosas e oleaginosas",1.1 Algodão herbáceo,1.2 Amendoim (1ª Safra),1.3 Amendoim (2ª Safra),1.4 Arroz,1.5 Aveia,1.6 Centeio,1.7 Cevada,1.8 Feijão (1ª Safra),1.9 Feijão (2ª Safra),1.10 Feijão (3ª Safra),1.11 Girassol,1.12 Mamona,1.13 Milho (1ª Safra),1.14 Milho (2ª Safra),1.15 Soja,1.16 Sorgo,1.17 Trigo,1.18 Triticale,2 Abacaxi,3 Alho,4 Banana,5 Batata - inglesa (1ª Safra),6 Batata - inglesa (2ª Safra),7 Batata - inglesa (3ª Safra),8 Cacau,9/10 Café total,9 Café arábica,10 Café canephora,11 Cana-de-açúcar,12 Castanha-de-caju,13 Cebola,14 Coco-da-baía,15 Fumo,16 Guaraná,17 Juta,18 Laranja,19 Maçã,20 Malva,21 Mandioca,22 Pimenta-do-reino,23 Sisal ou agave,24 Tomate,25 Uva,"1 Cereais, leguminosas e oleaginosas",1.1 Algodão herbáceo,1.2 Amendoim (1ª Safra),1.3 Amendoim (2ª Safra),1.4 Arroz,1.5 Aveia,1.6 Centeio,1.7 Cevada,1.8 Feijão (1ª Safra),1.9 Feijão (2ª Safra),1.10 Feijão (3ª Safra),1.11 Girassol,1.12 Mamona,1.13 Milho (1ª Safra),1.14 Milho (2ª Safra),1.15 Soja,1.16 Sorgo,1.17 Trigo,1.18 Triticale,2 Abacaxi,3 Alho,4 Banana,5 Batata - inglesa (1ª Safra),6 Batata - inglesa (2ª Safra),7 Batata - inglesa (3ª Safra),8 Cacau,9/10 Café total,9 Café arábica,10 Café canephora,11 Cana-de-açúcar,12 Castanha-de-caju,13 Cebola,14 Coco-da-baía,15 Fumo,16 Guaraná,17 Juta,18 Laranja,19 Maçã,20 Malva,21 Mandioca,22 Pimenta-do-reino,23 Sisal ou agave,24 Tomate,25 Uva,"1 Cereais, leguminosas e oleaginosas",1.1 Algodão herbáceo,1.2 Amendoim (1ª Safra),1.3 Amendoim (2ª Safra),1.4 Arroz,1.5 Aveia,1.6 Centeio,1.7 Cevada,1.8 Feijão (1ª Safra),1.9 Feijão (2ª Safra),1.10 Feijão (3ª Safra),1.11 Girassol,1.12 Mamona,1.13 Milho (1ª Safra),1.14 Milho (2ª Safra),1.15 Soja,1.16 Sorgo,1.17 Trigo,1.18 Triticale,2 Abacaxi,3 Alho,4 Banana,5 Batata - inglesa (1ª Safra),6 Batata - inglesa (2ª Safra),7 Batata - inglesa (3ª Safra),8 Cacau,9/10 Café total,9 Café arábica,10 Café canephora,11 Cana-de-açúcar,12 Castanha-de-caju,13 Cebola,14 Coco-da-baía,15 Fumo,16 Guaraná,17 Juta,18 Laranja,19 Maçã,20 Malva,21 Mandioca,22 Pimenta-do-reino,23 Sisal ou agave,24 Tomate,25 Uva,"1 Cereais, leguminosas e oleaginosas",1.1 Algodão herbáceo,1.2 Amendoim (1ª Safra),1.3 Amendoim (2ª Safra),1.4 Arroz,1.5 Aveia,1.6 Centeio,1.7 Cevada,1.8 Feijão (1ª Safra),1.9 Feijão (2ª Safra),1.10 Feijão (3ª Safra),1.11 Girassol,1.12 Mamona,1.13 Milho (1ª Safra),1.14 Milho (2ª Safra),1.15 Soja,1.16 Sorgo,1.17 Trigo,1.18 Triticale,2 Abacaxi,3 Alho,4 Banana,5 Batata - inglesa (1ª Safra),6 Batata - inglesa (2ª Safra),7 Batata - inglesa (3ª Safra),8 Cacau,9/10 Café total,9 Café arábica,10 Café canephora,11 Cana-de-açúcar,12 Castanha-de-caju,13 Cebola,14 Coco-da-baía,15 Fumo,16 Guaraná,17 Juta,18 Laranja,19 Maçã,20 Malva,21 Mandioca,22 Pimenta-do-reino,23 Sisal ou agave,24 Tomate,25 Uva,"1 Cereais, leguminosas e oleaginosas",1.1 Algodão herbáceo,1.2 Amendoim (1ª Safra),1.3 Amendoim (2ª Safra),1.4 Arroz,1.5 Aveia,1.6 Centeio,1.7 Cevada,1.8 Feijão (1ª Safra),1.9 Feijão (2ª Safra),1.10 Feijão (3ª Safra),1.11 Girassol,1.12 Mamona,1.13 Milho (1ª Safra),1.14 Milho (2ª Safra),1.15 Soja,1.16 Sorgo,1.17 Trigo,1.18 Triticale,2 Abacaxi,3 Alho,4 Banana,5 Batata - inglesa (1ª Safra),6 Batata - inglesa (2ª Safra),7 Batata - inglesa (3ª Safra),8 Cacau,9/10 Café total,9 Café arábica,10 Café canephora,11 Cana-de-açúcar,12 Castanha-de-caju,13 Cebola,14 Coco-da-baía,15 Fumo,16 Guaraná,17 Juta,18 Laranja,19 Maçã,20 Malva,21 Mandioca,22 Pimenta-do-reino,23 Sisal ou agave,24 Tomate,25 Uva,"1 Cereais, leguminosas e oleaginosas",1.1 Algodão herbáceo,1.2 Amendoim (1ª Safra),1.3 Amendoim (2ª Safra),1.4 Arroz,1.5 Aveia,1.6 Centeio,1.7 Cevada,1.8 Feijão (1ª Safra),1.9 Feijão (2ª Safra),1.10 Feijão (3ª Safra),1.11 Girassol,1.12 Mamona,1.13 Milho (1ª Safra),1.14 Milho (2ª Safra),1.15 Soja,1.16 Sorgo,1.17 Trigo,1.18 Triticale,2 Abacaxi,3 Alho,4 Banana,5 Batata - inglesa (1ª Safra),6 Batata - inglesa (2ª Safra),7 Batata - inglesa (3ª Safra),8 Cacau,9/10 Café total,9 Café arábica,10 Café canephora,11 Cana-de-açúcar,12 Castanha-de-caju,13 Cebola,14 Coco-da-baía,15 Fumo,16 Guaraná,17 Juta,18 Laranja,19 Maçã,20 Malva,21 Mandioca,22 Pimenta-do-reino,23 Sisal ou agave,24 Tomate,25 Uva,"1 Cereais, leguminosas e oleaginosas",1.1 Algodão herbáceo,1.2 Amendoim (1ª Safra),1.3 Amendoim (2ª Safra),1.4 Arroz,1.5 Aveia,1.6 Centeio,1.7 Cevada,1.8 Feijão (1ª Safra),1.9 Feijão (2ª Safra),1.10 Feijão (3ª Safra),1.11 Girassol,1.12 Mamona,1.13 Milho (1ª Safra),1.14 Milho (2ª Safra),1.15 Soja,1.16 Sorgo,1.17 Trigo,1.18 Triticale,2 Abacaxi,3 Alho,4 Banana,5 Batata - inglesa (1ª Safra),6 Batata - inglesa (2ª Safra),7 Batata - inglesa (3ª Safra),8 Cacau,9/10 Café total,9 Café arábica,10 Café canephora,11 Cana-de-açúcar,12 Castanha-de-caju,13 Cebola,14 Coco-da-baía,15 Fumo,16 Guaraná,17 Juta,18 Laranja,19 Maçã,20 Malva,21 Mandioca,22 Pimenta-do-reino,23 Sisal ou agave,24 Tomate,25 Uva,"1 Cereais, leguminosas e oleaginosas",1.1 Algodão herbáceo,1.2 Amendoim (1ª Safra),1.3 Amendoim (2ª Safra),1.4 Arroz,1.5 Aveia,1.6 Centeio,1.7 Cevada,1.8 Feijão (1ª Safra),1.9 Feijão (2ª Safra),1.10 Feijão (3ª Safra),1.11 Girassol,1.12 Mamona,1.13 Milho (1ª Safra),1.14 Milho (2ª Safra),1.15 Soja,1.16 Sorgo,1.17 Trigo,1.18 Triticale,2 Abacaxi,3 Alho,4 Banana,5 Batata - inglesa (1ª Safra),6 Batata - inglesa (2ª Safra),7 Batata - inglesa (3ª Safra),8 Cacau,9/10 Café total,9 Café arábica,10 Café canephora,11 Cana-de-açúcar,12 Castanha-de-caju,13 Cebola,14 Coco-da-baía,15 Fumo,16 Guaraná,17 Juta,18 Laranja,19 Maçã,20 Malva,21 Mandioca,22 Pimenta-do-reino,23 Sisal ou agave,24 Tomate,25 Uva,"1 Cereais, leguminosas e oleaginosas",1.1 Algodão herbáceo,1.2 Amendoim (1ª Safra),1.3 Amendoim (2ª Safra),1.4 Arroz,1.5 Aveia,1.6 Centeio,1.7 Cevada,1.8 Feijão (1ª Safra),1.9 Feijão (2ª Safra),1.10 Feijão (3ª Safra),1.11 Girassol,1.12 Mamona,1.13 Milho (1ª Safra),1.14 Milho (2ª Safra),1.15 Soja,1.16 Sorgo,1.17 Trigo,1.18 Triticale,2 Abacaxi,3 Alho,4 Banana,5 Batata - inglesa (1ª Safra),6 Batata - inglesa (2ª Safra),7 Batata - inglesa (3ª Safra),8 Cacau,9/10 Café total,9 Café arábica,10 Café canephora,11 Cana-de-açúcar,12 Castanha-de-caju,13 Cebola,14 Coco-da-baía,15 Fumo,16 Guaraná,17 Juta,18 Laranja,19 Maçã,20 Malva,21 Mandioca,22 Pimenta-do-reino,23 Sisal ou agave,24 Tomate,25 Uva
Brasil,-,4161,3875,1570,6628,2209,1821,3686,785,1262,2777,1624,686,5499,5565,3449,2995,2842,2842,...,...,15212,31235,31870,33362,478,-,1511,2510,71965,287,...,...,2135,...,-,28969,...,...,14739,...,...,71908,22487,-,4161,3880,1570,6556,2153,1785,3697,787,1262,2778,1712,686,5367,5541,3385,2991,2837,2977,...,...,15217,31023,32291,33202,478,-,1511,2510,71755,288,...,...,2105,...,-,28988,...,...,14744,...,...,71788,22355,-,4198,3879,1570,6490,2170,2052,4112,790,1257,2780,1688,686,5221,5540,3416,2993,3037,3076,...,...,15217,31213,32314,33202,478,-,1507,2580,71697,288,...,...,2068,...,-,28971,...,...,14757,...,...,71535,22210,-,4200,3739,1585,6514,2185,2071,4084,801,1272,2788,1683,685,5275,5563,3441,3053,3039,3060,...,...,15236,31173,32659,35579,478,-,1510,2558,74389,286,...,...,2085,...,-,25639,...,...,14822,...,...,71810,22211,-,4228,3733,1606,6571,2306,2123,4148,807,1235,2795,1693,685,5261,5728,3415,3090,3206,3084,...,...,15088,31753,32640,35579,478,-,1530,2558,74360,287,...,...,2090,...,-,25638,...,...,14856,...,...,69964,22285,-,4226,3730,1606,6565,2306,2123,4148,810,1235,2777,1693,685,5261,5762,3412,3030,3202,3084,...,...,15087,31808,32673,35609,483,-,1528,2486,74193,287,...,...,2090,...,-,25714,...,...,14929,...,...,69993,22287,-,4335,3729,1598,6620,2364,2069,4225,782,1191,2765,1710,685,5295,5808,3414,3036,3226,2978,...,...,15194,31745,32085,35776,483,-,1527,2487,74367,293,...,...,2088,...,-,25756,...,...,14999,...,...,69783,22351,-,4335,3689,1599,6677,2362,2096,4195,762,1172,2868,1705,684,5328,5905,3431,3134,3189,2959,...,...,15269,31743,32069,33877,487,-,1527,2480,74718,294,...,...,2109,...,-,25848,...,...,14927,...,...,68466,22347,-,4394,3675,1683,6740,2356,1936,4163,755,1174,2902,1634,686,5318,6088,3438,3203,3092,2939,...,...,15317,31398,32248,33877,488,-,1555,2510,77825,295,...,...,2138,...,-,26916,...,...,15069,...,...,70737,22344,-,4399,3675,1683,6850,2058,1871,3727,753,1176,2925,1636,686,5317,6092,3436,3289,2681,2751,...,...,15254,31399,32267,38642,487,-,1555,2515,78245,294,...,...,2140,...,-,26921,...,...,15266,...,...,69915,22344,-,4437,3675,1677,6874,2089,1804,3143,756,1187,2926,1629,686,5360,6090,3435,3267,2607,2567,...,...,15163,31177,32220,38068,465,-,1549,2547,78342,288,...,...,2141,...,-,26977,...,...,15472,...,...,69770,22633,-,4430,3783,1688,6939,1716,1525,2868,757,1191,2925,1629,687,5362,6104,3437,3259,2288,2362,...,...,15092,31177,32225,38061,466,-,1571,2556,79505,271,...,...,2142,...,-,26966,...,...,15480,...,...,70207,22635
Rondônia,-,-,1342,1800,2974,-,-,-,880,-,-,-,-,3392,4644,3589,-,-,-,...,...,11618,-,-,-,670,-,-,3368,39301,-,...,...,-,...,-,11772,...,...,21722,...,...,33103,6909,-,-,1342,1800,2974,-,-,-,880,-,-,-,-,3392,4644,3589,-,-,-,...,...,11618,-,-,-,670,-,-,3368,39301,-,...,...,-,...,-,11772,...,...,21722,...,...,33103,6909,-,-,1342,1800,2974,-,-,-,896,-,-,-,-,3483,4470,3643,-,-,-,...,...,11544,-,-,-,669,-,-,3602,37620,-,...,...,-,...,-,12668,...,...,21720,...,...,33103,6909,-,-,1342,1800,3009,-,-,-,878,-,-,-,-,3295,4821,3611,-,-,-,...,...,11596,-,-,-,669,-,-,3546,36927,-,...,...,-,...,-,12454,...,...,21898,...,...,33103,7000,-,-,1342,1800,3027,-,-,-,872,-,-,-,-,3578,4891,3662,-,-,-,...,...,11431,-,-,-,669,-,-,3542,44118,-,...,...,-,...,-,12454,...,...,21898,...,...,33103,6667,-,-,1378,1800,3029,-,-,-,878,-,-,-,-,3565,4891,3670,-,-,-,...,...,11461,-,-,-,671,-,-,3521,37601,-,...,...,-,...,-,13135,...,...,21637,...,...,33103,7000,-,-,1378,1875,3029,-,-,-,878,-,-,-,-,3561,4891,3593,-,-,-,...,...,11461,-,-,-,671,-,-,3522,37601,-,...,...,-,...,-,13135,...,...,21646,...,...,33103,7000,-,-,1386,1875,3030,-,-,-,878,-,-,-,-,3567,4859,3596,-,-,-,...,...,10757,-,-,-,669,-,-,3513,37601,-,...,...,-,...,-,12913,...,...,21893,...,...,34304,7000,-,-,1417,1875,3027,-,-,-,871,-,-,-,-,3645,4860,3611,-,-,-,...,...,11402,-,-,-,674,-,-,3552,38344,-,...,...,-,...,-,11565,...,...,21162,...,...,34304,7000,-,-,1417,1875,3027,-,-,-,871,-,-,-,-,3645,4860,3613,-,-,-,...,...,11402,-,-,-,645,-,-,3552,38344,-,...,...,-,...,-,12255,...,...,21162,...,...,34304,-,-,-,1386,1857,3163,-,-,-,871,-,-,-,-,3647,4844,3604,-,-,-,...,...,11402,-,-,-,655,-,-,3653,38344,-,...,...,-,...,-,12609,...,...,21008,...,...,37486,-,-,-,1410,1857,3164,-,-,-,856,-,-,-,-,3647,4859,3617,-,-,-,...,...,11402,-,-,-,682,-,-,3618,36898,-,...,...,-,...,-,12609,...,...,21008,...,...,34426,-
